Date,Open,High,Low,Close,Adj Close,Volume
2017-10-31,303.0,310.0,266.0,303.0,244.63404846191406,94952
2017-11-01,294.0,303.0,290.0,294.0,237.36769104003906,53707
2017-11-02,291.0,294.989990234375,291.0,291.0,234.94557189941406,16292
2017-11-03,285.0,292.0,284.0,285.0,230.10133361816406,78319
2017-11-06,279.8999938964844,289.989990234375,278.0,279.8999938964844,225.98374938964844,8960
2017-11-07,262.0,278.989990234375,259.010009765625,262.0,211.53176879882812,45563
2017-11-08,256.0,257.989990234375,250.97999572753906,256.0,206.68751525878906,2676
2017-11-09,251.0,251.0,247.00999450683594,251.0,202.65065002441406,21242
2017-11-10,255.99000549316406,257.989990234375,253.00999450683594,255.99000549316406,206.67945861816406,17155
2017-11-13,250.99000549316406,252.49000549316406,247.00999450683594,250.99000549316406,202.642578125,15059
2017-11-14,263.989990234375,263.989990234375,248.00999450683594,263.989990234375,213.13841247558594,13999
2017-11-15,261.1000061035156,266.29998779296875,259.0,261.1000061035156,210.80511474609375,17249
2017-11-16,275.0,277.989990234375,263.0,275.0,222.02760314941406,27345
2017-11-17,268.989990234375,276.489990234375,264.0,268.989990234375,217.17529296875,50507
2017-11-20,265.0,266.0,260.0,265.0,213.95388793945312,7804
2017-11-21,264.989990234375,264.989990234375,259.010009765625,264.989990234375,213.94578552246094,5172
2017-11-22,267.989990234375,274.989990234375,259.1499938964844,267.989990234375,216.367919921875,32150
2017-11-23,259.989990234375,267.989990234375,256.0,259.989990234375,209.90892028808594,46746
2017-11-24,264.9800109863281,264.9800109863281,259.989990234375,264.9800109863281,213.93772888183594,5104
2017-11-27,267.989990234375,272.0,264.0,267.989990234375,216.367919921875,52122
2017-11-28,265.0,267.989990234375,260.010009765625,265.0,213.95388793945312,5882
2017-11-29,265.0799865722656,266.989990234375,262.4800109863281,265.0799865722656,214.01844787597656,4400
2017-11-30,260.989990234375,265.0,259.010009765625,260.989990234375,210.71627807617188,13244
2017-12-01,260.989990234375,260.989990234375,260.0,260.989990234375,210.71627807617188,7920
2017-12-04,264.989990234375,264.989990234375,260.010009765625,264.989990234375,213.94578552246094,702
2017-12-05,261.0,262.989990234375,260.0199890136719,261.0,210.72439575195312,2265
2017-12-06,264.8900146484375,264.989990234375,260.010009765625,264.8900146484375,213.8650665283203,2112
2017-12-07,263.0,263.0,260.1700134277344,263.0,212.33912658691406,11041
2017-12-08,262.0,264.989990234375,261.0,262.0,211.53176879882812,9010
2017-12-11,262.0,262.0,262.0,262.0,211.53176879882812,0
2017-12-12,263.989990234375,263.989990234375,263.989990234375,263.989990234375,213.13841247558594,11
2017-12-13,262.1099853515625,262.1099853515625,260.1600036621094,262.1099853515625,211.62054443359375,4300
2017-12-14,263.989990234375,263.989990234375,260.0299987792969,263.989990234375,213.13841247558594,3110
2017-12-15,263.0,263.989990234375,263.0,263.0,212.33912658691406,2750
2017-12-18,263.0,264.9800109863281,263.0,263.0,212.33912658691406,2000
2017-12-19,264.9800109863281,264.9800109863281,264.9800109863281,264.9800109863281,213.93772888183594,6
2017-12-20,264.989990234375,264.989990234375,264.989990234375,264.989990234375,213.94578552246094,8
2017-12-21,260.3999938964844,263.0,260.3999938964844,260.3999938964844,210.23995971679688,6000
2017-12-22,264.0,264.989990234375,264.0,264.0,213.14649963378906,105
2017-12-25,262.0,264.989990234375,260.010009765625,262.0,211.53176879882812,6409
2017-12-26,261.0,261.1099853515625,260.20001220703125,261.0,210.72439575195312,7200
2017-12-27,260.010009765625,263.989990234375,260.010009765625,260.010009765625,209.9250946044922,220
2017-12-28,260.1600036621094,260.3699951171875,260.1600036621094,260.1600036621094,210.0461883544922,1200
2017-12-29,262.0,262.0,262.0,262.0,211.53176879882812,15
2018-01-02,258.010009765625,262.0,258.010009765625,258.010009765625,208.3103485107422,9530
2018-01-03,260.0,261.0,260.0,260.0,209.91700744628906,3290
2018-01-04,260.5,262.989990234375,260.5,260.5,210.32069396972656,16310
2018-01-05,260.0,260.0,257.0199890136719,260.0,209.91700744628906,6905
2018-01-08,259.989990234375,260.0,258.0,259.989990234375,209.90892028808594,1525
2018-01-09,257.5,257.5,257.5,257.5,207.89857482910156,10
2018-01-10,255.0,258.0,255.0,255.0,205.88014221191406,17235
2018-01-11,255.0,255.0,253.00999450683594,255.0,205.88014221191406,8291
2018-01-12,255.99000549316406,255.99000549316406,253.80999755859375,255.99000549316406,206.67945861816406,6256
2018-01-15,254.0,254.4499969482422,252.0,254.0,205.07276916503906,6105
2018-01-16,254.0,254.0,254.0,254.0,205.07276916503906,0
2018-01-17,250.0,252.5,250.0,250.0,201.84327697753906,17035
2018-01-18,248.99000549316406,250.5,248.00999450683594,248.99000549316406,201.02781677246094,6444
2018-01-19,246.0,248.0500030517578,245.00999450683594,246.0,198.61376953125,19426
2018-01-22,249.99000549316406,249.99000549316406,248.0,249.99000549316406,201.835205078125,1075
2018-01-23,247.0,248.0,247.0,247.0,199.42117309570312,420
2018-01-24,244.49000549316406,247.0,240.83999633789062,244.49000549316406,197.3946533203125,10527
2018-01-25,243.0,243.0,240.8300018310547,243.0,196.191650390625,3160
2018-01-26,244.99000549316406,244.99000549316406,244.99000549316406,244.99000549316406,197.79833984375,1100
2018-01-29,241.99000549316406,244.99000549316406,241.0,241.99000549316406,195.376220703125,3582
2018-01-30,241.99000549316406,241.99000549316406,241.99000549316406,241.99000549316406,195.376220703125,0
2018-01-31,244.99000549316406,244.99000549316406,244.99000549316406,244.99000549316406,197.79833984375,201
2018-02-01,244.99000549316406,244.99000549316406,244.99000549316406,244.99000549316406,197.79833984375,2250
2018-02-02,244.99000549316406,244.99000549316406,244.99000549316406,244.99000549316406,197.79833984375,1
2018-02-05,242.0,244.99000549316406,240.83999633789062,242.0,195.38430786132812,3162
2018-02-06,241.5,242.97999572753906,240.0,241.5,194.98060607910156,5546
2018-02-07,242.0,242.0,239.02000427246094,242.0,195.38430786132812,700
2018-02-08,242.99000549316406,242.99000549316406,242.99000549316406,242.99000549316406,196.18359375,231
2018-02-09,242.99000549316406,242.99000549316406,242.99000549316406,242.99000549316406,196.18359375,0
2018-02-12,243.0,243.0,242.99000549316406,243.0,196.191650390625,1078
2018-02-21,244.97999572753906,245.99000549316406,244.97999572753906,244.97999572753906,197.79025268554688,1217
2018-02-22,244.0,244.5,243.02000427246094,244.0,196.99903869628906,4011
2018-02-23,245.97999572753906,245.97999572753906,241.0,245.97999572753906,198.59762573242188,2051
2018-02-26,245.97999572753906,245.97999572753906,245.97999572753906,245.97999572753906,198.59762573242188,5
2018-02-27,245.97999572753906,245.97999572753906,245.97999572753906,245.97999572753906,198.59762573242188,0
2018-03-01,245.97999572753906,245.97999572753906,245.97999572753906,245.97999572753906,198.59762573242188,0
2018-03-02,245.99000549316406,245.99000549316406,243.00999450683594,245.99000549316406,198.605712890625,555
2018-03-05,245.99000549316406,245.99000549316406,245.99000549316406,245.99000549316406,198.605712890625,0
2018-03-06,246.99000549316406,246.99000549316406,245.5,246.99000549316406,199.4130859375,2610
2018-03-07,245.50999450683594,245.50999450683594,245.50999450683594,245.50999450683594,198.21815490722656,46
2018-03-08,247.99000549316406,247.99000549316406,247.99000549316406,247.99000549316406,200.22044372558594,200
2018-03-09,247.99000549316406,247.99000549316406,245.02000427246094,247.99000549316406,200.22044372558594,130
2018-03-12,247.5,247.5,246.0,247.5,199.82484436035156,1040
2018-03-13,246.00999450683594,246.00999450683594,246.00999450683594,246.00999450683594,198.62185668945312,1000
2018-03-14,246.00999450683594,246.00999450683594,246.00999450683594,246.00999450683594,198.62185668945312,0
2018-03-15,245.25,246.00999450683594,245.25,245.25,198.0082550048828,1410
2018-03-16,247.0,247.0,247.0,247.0,199.42117309570312,3000
2018-03-19,250.0,250.0,250.0,250.0,201.84327697753906,6
2018-03-20,249.99000549316406,249.99000549316406,249.99000549316406,249.99000549316406,201.835205078125,11
2018-03-21,249.99000549316406,249.99000549316406,249.99000549316406,249.99000549316406,201.835205078125,0
2018-03-22,249.99000549316406,249.99000549316406,249.99000549316406,249.99000549316406,201.835205078125,1
2018-03-23,247.99000549316406,249.99000549316406,246.00999450683594,247.99000549316406,200.22044372558594,70
2018-03-26,249.99000549316406,249.99000549316406,249.99000549316406,249.99000549316406,201.835205078125,100
2018-03-27,249.0,249.99000549316406,249.0,249.0,201.03590393066406,1110
